District,Day,Demand
M3C 0,7/25/2018,9088
M3C 0,7/26/2018,8022
M3C 0,7/27/2018,8836
M3C 0,7/28/2018,6831
M3C 0,7/29/2018,6877
M3C 0,7/30/2018,8656
M3C 0,7/31/2018,9269
M3C 0,8/1/2018,8614
M3C 0,8/2/2018,8910
M3C 0,8/3/2018,8122
M3C 0,8/4/2018,6667
M3C 0,8/5/2018,6240
M3C 0,8/6/2018,4316
M3C 0,8/7/2018,8230
M3C 0,8/8/2018,5200
M3C 0,8/9/2018,8322
M3C 0,8/10/2018,8947
M3C 0,8/11/2018,7558
M3C 0,8/12/2018,6766
M3C 0,8/13/2018,8817
M3C 0,8/14/2018,9258
M3C 0,8/15/2018,8967
M3C 0,8/16/2018,8624
M3C 0,8/17/2018,6327
M3C 0,8/18/2018,7092
M3C 0,8/19/2018,7183
M3C 0,8/20/2018,8566
M3C 0,8/21/2018,4203
M3C 0,8/22/2018,7813
M3C 0,8/23/2018,8678
M3C 0,8/24/2018,8474
M3C 0,8/25/2018,5133
M3C 0,8/26/2018,5952
M3C 0,8/27/2018,6579
M3C 0,8/28/2018,8167
M3C 0,8/29/2018,8504
M3C 0,8/30/2018,8194
M3C 0,8/31/2018,8184
M3C 0,9/1/2018,6362
M3C 0,9/2/2018,6104
M3C 0,9/3/2018,5921
M3C 0,9/4/2018,8253
M3C 0,9/5/2018,8154
M3C 0,9/6/2018,8441
M3C 0,9/7/2018,8651
M3C 0,9/8/2018,5903
M3C 0,9/9/2018,4350
M3C 0,9/10/2018,1584
M3C 0,9/11/2018,7948
M3C 0,9/12/2018,8248
M3C 0,9/13/2018,8192
M3C 0,9/14/2018,8290
M3C 0,9/15/2018,6668
M3C 0,9/16/2018,6234
M3C 0,9/17/2018,8343
M3C 0,9/18/2018,8752
M3C 0,9/19/2018,8381
M3C 0,9/20/2018,7868
M3C 0,9/21/2018,7396
M3C 0,9/22/2018,5295
M3C 0,9/23/2018,5266
M3C 0,9/24/2018,7081
M3C 0,9/25/2018,5008
M3C 0,9/26/2018,7757
M3C 0,9/27/2018,7537
M3C 0,9/28/2018,7066
M3C 0,9/29/2018,5095
M3C 0,9/30/2018,3799
M3C 0,10/1/2018,4246
M3C 0,10/2/2018,3551
M3C 0,10/3/2018,6653
M3C 0,10/4/2018,6744
M3C 0,10/5/2018,5994
M3C 0,10/6/2018,2803
M3C 0,10/7/2018,2508
M3C 0,10/8/2018,2803
M3C 0,10/9/2018,7959
M3C 0,10/10/2018,8171
M3C 0,10/11/2018,7186
M3C 0,10/12/2018,5879
M3C 0,10/13/2018,3530
M3C 0,10/14/2018,3848
M3C 0,10/15/2018,4350
M3C 0,10/16/2018,5373
M3C 0,10/17/2018,5512
M3C 0,10/18/2018,5121
M3C 0,10/19/2018,5424
M3C 0,10/20/2018,3515
M3C 0,10/21/2018,2856
M3C 0,10/22/2018,5570
M3C 0,10/23/2018,4618
M3C 0,10/24/2018,5410
M3C 0,10/25/2018,5227
M3C 0,10/26/2018,5032
M3C 0,10/27/2018,1692
M3C 0,10/28/2018,1833
M3C 0,10/29/2018,4533
M3C 0,10/30/2018,5592
M3C 0,10/31/2018,3439
M3C 0,11/1/2018,2668
M3C 0,11/2/2018,3100
M3C 0,11/3/2018,2513
M3C 0,11/4/2018,2479
M3C 0,11/5/2018,3794
M3C 0,11/6/2018,3680
M3C 0,11/7/2018,4251
M3C 0,11/8/2018,4206
M3C 0,11/9/2018,1986
M3C 0,11/10/2018,1793
M3C 0,11/11/2018,1830
M3C 0,11/12/2018,3664
M3C 0,11/13/2018,4008
M3C 0,11/14/2018,3920
M3C 0,11/15/2018,2670
M3C 0,11/16/2018,2192
M3C 0,11/17/2018,1805
M3C 0,11/18/2018,1721
M3C 0,11/19/2018,3993
M3C 0,11/20/2018,3502
M3C 0,11/21/2018,3082
M3C 0,11/22/2018,2749
M3C 0,11/23/2018,3376
M3C 0,11/24/2018,1254
M3C 0,11/25/2018,1878
M3C 0,11/26/2018,1118
M3C 0,11/27/2018,2964
M3C 0,11/28/2018,3378
M3C 0,11/29/2018,3659
M3C 0,11/30/2018,3268
M3C 0,12/1/2018,1678
M3C 0,12/2/2018,1643
M3C 0,12/3/2018,2958
M3C 0,12/4/2018,3525
M3C 0,12/5/2018,3502
M3C 0,12/6/2018,3274
M3C 0,12/7/2018,2690
M3C 0,12/8/2018,1405
M3C 0,12/9/2018,1374
M3C 0,12/10/2018,3340
M3C 0,12/11/2018,3042
M3C 0,12/12/2018,3223
M3C 0,12/13/2018,3113
M3C 0,12/14/2018,2516
M3C 0,12/15/2018,1987
M3C 0,12/16/2018,1545
M3C 0,12/17/2018,3117
M3C 0,12/18/2018,3273
M3C 0,12/19/2018,3365
M3C 0,12/20/2018,3215
M3C 0,12/21/2018,2627
M3C 0,12/22/2018,1299
M3C 0,12/23/2018,1102
M3C 0,12/24/2018,1190
M3C 0,12/25/2018,464
M3C 0,12/26/2018,934
M3C 0,12/27/2018,1475
M3C 0,12/28/2018,1830
M3C 0,12/29/2018,1013
M3C 0,12/30/2018,870
M3C 0,12/31/2018,1189
